Job Title,Base Pay,Overtime Pay,Other Pay,Benefits,Total Pay,Pension Debt,Total Pay & Benefits
Special Examiner,7361.17,0.0,0.0,0.0,7361.17,0.0,7361.17
Security Guard,7245.52,113.74,0.0,0.0,7359.26,0.0,7359.26
Customer Service Agent Trainee,7299.48,0.0,50.78,0.0,7350.26,0.0,7350.26
Public Service Trainee,5153.75,0.0,0.0,2196.19,5153.75,0.0,7349.94
Police Officer 3,7344.4,0.0,0.0,0.0,7344.4,0.0,7344.4
Special Nurse,7330.5,0.0,0.0,0.0,7330.5,0.0,7330.5
Pharmacy Technician,7176.64,0.0,150.47,0.0,7327.11,0.0,7327.11
Security Guard,7325.04,0.0,0.0,0.0,7325.04,0.0,7325.04
Clerk,2429.0,0.0,3839.4,1053.53,6268.4,0.0,7321.93
Custodian,6803.45,0.0,505.58,0.0,7309.03,0.0,7309.03
Recreation Leader,7261.18,0.0,47.24,0.0,7308.42,0.0,7308.42
Public Service Trainee,5184.0,0.0,0.0,2113.63,5184.0,0.0,7297.63
Gardener,5028.0,0.0,385.57,1883.95,5413.57,0.0,7297.52
Public Service Trainee,7115.41,0.0,172.59,0.0,7288.0,0.0,7288.0
Behavioral Health Clinician,4955.5,0.0,750.0,1579.74,5705.5,0.0,7285.24
Food Service Worker,4357.62,0.0,750.0,2176.61,5107.62,0.0,7284.23
Recreation Leader,7277.28,0.0,0.0,0.0,7277.28,0.0,7277.28
Recreation Leader,7078.8,0.0,197.52,0.0,7276.32,0.0,7276.32
Recreation Leader,7099.23,0.0,175.5,0.0,7274.73,0.0,7274.73
Public Svc Aide-Public Works,7231.7,0.0,40.51,0.0,7272.21,0.0,7272.21
Manager Ii,6308.0,0.0,0.0,958.82,6308.0,0.0,7266.82
Engineering Assistant,821.5,0.0,6136.19,308.7,6957.69,0.0,7266.39
Parking Meter Repairer,6274.0,0.0,0.0,984.4,6274.0,0.0,7258.4
Stdntdsgn Train2/Arch/Eng/Plng,7257.25,0.0,0.0,0.0,7257.25,0.0,7257.25
Emt/Paramedic/Firefighter,5202.85,0.0,689.63,1138.54,5892.48,225.03,7256.05
Public Service Trainee,7170.8,0.0,84.8,0.0,7255.6,0.0,7255.6
Transit Operator,5074.96,0.0,201.19,1974.62,5276.15,0.0,7250.77
School Crossing Guard,7249.18,0.0,0.0,0.0,7249.18,0.0,7249.18
School Crossing Guard,7244.65,0.0,0.0,0.0,7244.65,0.0,7244.65
Public Service Trainee,5143.5,0.0,0.0,2097.11,5143.5,0.0,7240.61
Camp Assistant,7009.42,31.61,183.01,0.0,7224.04,0.0,7224.04
Senior Clerk,5836.0,0.0,60.0,1321.01,5896.0,0.0,7217.01
Recreation Leader,7196.7,0.0,8.44,0.0,7205.14,0.0,7205.14
"Stdntdsgntrain1, Arch/Eng/Plng",6355.55,0.0,847.85,0.0,7203.4,0.0,7203.4
Transit Operator,5856.03,0.0,250.0,1093.71,6106.03,0.0,7199.74
Registered Nurse,0.0,0.0,2754.38,4434.67,2754.38,0.0,7189.05
Health Worker 2,2530.12,0.0,2255.96,2402.69,4786.08,0.0,7188.77
Stdntdsgn Train2/Arch/Eng/Plng,7183.4,0.0,0.0,0.0,7183.4,0.0,7183.4
Hsa Sr Eligibility Worker,0.0,0.0,481.27,6700.84,481.27,0.0,7182.11
Public Service Trainee,7179.31,0.0,0.0,0.0,7179.31,0.0,7179.31
Medical Evaluations Assistant,4381.2,0.0,1321.29,1476.75,5702.49,0.0,7179.24
Public Service Trainee,6719.2,459.68,0.0,0.0,7178.88,0.0,7178.88
Camp Assistant,7005.96,107.09,61.91,0.0,7174.96,0.0,7174.96
Recreation Leader,7171.34,0.0,0.0,0.0,7171.34,0.0,7171.34
Pool Lifeguard,6989.13,0.0,178.89,0.0,7168.02,0.0,7168.02
Recreation Supervisor,0.0,0.0,7160.71,0.0,7160.71,0.0,7160.71
Public Svc Aide-Public Works,5143.5,0.0,0.0,2016.38,5143.5,0.0,7159.88
Account Clerk,4964.0,0.0,0.0,2195.67,4964.0,0.0,7159.67
Speech Pathologist,7153.08,0.0,0.0,0.0,7153.08,0.0,7153.08
"Lieut,Fire Prev",5396.74,0.0,593.6,1157.67,5990.34,0.0,7148.01
Transit Operator,5895.37,0.0,250.0,1001.37,6145.37,0.0,7146.74
Pool Lifeguard,7034.61,0.0,109.58,0.0,7144.19,0.0,7144.19
School Crossing Guard,6878.31,0.0,260.7,0.0,7139.01,0.0,7139.01
Public Svc Aide-Public Works,3690.17,0.0,1147.01,2298.04,4837.18,0.0,7135.22
Custodian,6652.25,226.79,249.16,0.0,7128.2,0.0,7128.2
Public Service Trainee,7128.0,0.0,0.0,0.0,7128.0,0.0,7128.0
Recreation Leader,7116.0,0.0,0.0,0.0,7116.0,0.0,7116.0
Deputy Sheriff (Sfers),0.0,0.0,851.34,6264.42,851.34,0.0,7115.76
Emt Paramedic,6161.65,0.0,952.74,0.0,7114.39,0.0,7114.39
Camp Assistant,7111.24,0.0,0.0,0.0,7111.24,0.0,7111.24
School Crossing Guard,7110.52,0.0,0.0,0.0,7110.52,0.0,7110.52
Transit Operator,4856.0,0.0,0.0,2249.28,4856.0,0.0,7105.28
Pool Lifeguard,7074.63,0.0,28.6,0.0,7103.23,0.0,7103.23
Public Service Trainee,7100.17,0.0,0.0,0.0,7100.17,0.0,7100.17
Camp Assistant,7093.16,0.0,4.68,0.0,7097.84,0.0,7097.84
Public Service Trainee,7093.14,0.0,0.0,0.0,7093.14,0.0,7093.14
Recreation Leader,7092.5,0.0,0.0,0.0,7092.5,0.0,7092.5
"Invstgtor,Fire Dept",5060.74,0.0,676.81,1130.37,5737.55,223.41,7091.33
Ps Aide To Prof,4823.13,0.0,1273.4,994.52,6096.53,0.0,7091.05
Testing Technician,7072.33,16.29,0.0,0.0,7088.62,0.0,7088.62
Public Service Trainee,6937.25,0.0,141.0,0.0,7078.25,0.0,7078.25
Museum Guard,7074.05,0.0,0.0,0.0,7074.05,0.0,7074.05
Engineer/Architect Principal,7072.99,0.0,0.0,0.0,7072.99,0.0,7072.99
"Lieutenant, Fire Suppression",4620.78,0.0,1094.85,1123.61,5715.63,222.08,7061.32
Porter,7000.88,0.0,58.67,0.0,7059.55,0.0,7059.55
Registered Nurse,7057.27,0.0,0.0,0.0,7057.27,0.0,7057.27
Recreation Leader,7043.0,0.0,0.0,0.0,7043.0,0.0,7043.0
"Insp, Fire Dept",5375.64,0.0,525.73,1139.31,5901.37,0.0,7040.68
Is Business Analyst-Senior,6064.4,0.0,0.0,975.86,6064.4,0.0,7040.26
Stdntdsgn Train2/Arch/Eng/Plng,7036.8,0.0,0.0,0.0,7036.8,0.0,7036.8
Porter,6534.15,62.51,21.34,418.45,6618.0,0.0,7036.45
Special Nurse,5959.5,0.0,1072.71,0.0,7032.21,0.0,7032.21
Custodian,4535.45,0.0,474.59,2013.79,5010.04,0.0,7023.83
Manager Ii,6095.0,0.0,0.0,926.44,6095.0,0.0,7021.44
Public Service Trainee,6850.55,0.0,169.78,0.0,7020.33,0.0,7020.33
School Crossing Guard,7016.63,0.0,0.0,0.0,7016.63,0.0,7016.63
Hsa Emp & Training Spec Ii,5688.0,0.0,0.0,1321.01,5688.0,0.0,7009.01
Hsa Emp & Training Spec Ii,5688.0,0.0,0.0,1321.01,5688.0,0.0,7009.01
Recreation Leader,6727.49,161.11,116.12,0.0,7004.72,0.0,7004.72
Hsa Sr Eligibility Worker,0.0,0.0,91.16,6908.84,91.16,0.0,7000.0
Public Service Trainee,6083.6,908.11,0.0,0.0,6991.71,0.0,6991.71
Transit Operator,5772.33,0.0,250.0,967.53,6022.33,0.0,6989.86
School Crossing Guard,6890.38,0.0,93.07,0.0,6983.45,0.0,6983.45
Recreation Leader,6969.37,0.0,0.0,0.0,6969.37,0.0,6969.37
Nurse Manager,0.0,0.0,1424.39,5542.18,1424.39,0.0,6966.57
Hsa Social Worker,0.0,0.0,1761.86,5190.82,1761.86,0.0,6952.68
Public Svc Aide-Public Works,6702.36,0.0,236.95,0.0,6939.31,0.0,6939.31
Parking Control Officer,5809.59,0.0,138.48,991.13,5948.07,0.0,6939.2
Program Support Analyst,5448.0,0.0,0.0,1488.61,5448.0,0.0,6936.61
"Insp, Fire Dept",4881.0,0.0,894.4,1160.33,5775.4,0.0,6935.73
Recreation Leader,6927.04,0.0,0.0,0.0,6927.04,0.0,6927.04
Public Service Trainee,6925.5,0.0,0.0,0.0,6925.5,0.0,6925.5
"Lieutenant, Fire Suppression",4649.5,0.0,954.56,1096.4,5604.06,216.7,6917.16
Sr. Environmental Spec,6906.07,0.0,0.0,0.0,6906.07,0.0,6906.07
Custodian,6894.15,0.0,9.68,0.0,6903.83,0.0,6903.83
School Crossing Guard,6900.25,0.0,0.0,0.0,6900.25,0.0,6900.25
Security Guard,5004.46,0.0,0.0,1895.54,5004.46,0.0,6900.0
"Brd Comm Mbr, M=$300/Mtg.",6900.0,0.0,0.0,0.0,6900.0,0.0,6900.0
Truck Driver,6814.4,0.0,85.17,0.0,6899.57,0.0,6899.57
Clinical Psychologist,5195.25,0.0,120.0,1577.03,5315.25,0.0,6892.28
Parking Control Officer,0.0,0.0,2775.41,4114.91,2775.41,0.0,6890.32
Junior Clerk,6879.18,0.0,0.0,0.0,6879.18,0.0,6879.18
Camp Assistant,6877.09,0.0,0.0,0.0,6877.09,0.0,6877.09
Commissioner No Benefits,6875.0,0.0,0.0,0.0,6875.0,0.0,6875.0
Legislative Assistant,6802.5,0.0,0.0,66.93,6802.5,0.0,6869.43
Public Service Trainee,6844.39,0.0,0.0,0.0,6844.39,0.0,6844.39
Police Officer 2,4149.9,0.0,1412.11,1068.46,5562.01,211.18,6841.65
Public Svc Aide-Public Works,6831.23,0.0,0.0,0.0,6831.23,0.0,6831.23
Security Guard,6829.72,0.0,0.0,0.0,6829.72,0.0,6829.72
"Insp, Fire Dept",5244.61,0.0,472.06,1104.94,5716.67,0.0,6821.61
Special Nurse,4991.4,1277.46,552.72,0.0,6821.58,0.0,6821.58
Public Service Trainee,6537.6,283.75,0.0,0.0,6821.35,0.0,6821.35
Recreation Leader,5655.34,0.0,71.0,1094.07,5726.34,0.0,6820.41
Firefighter,4581.86,0.0,895.02,1118.66,5476.88,221.1,6816.64
Testing Technician,6619.13,184.98,0.0,0.0,6804.11,0.0,6804.11
Recreation Leader,6750.32,0.0,48.69,0.0,6799.01,0.0,6799.01
Public Information Officer,5870.1,0.0,0.0,921.02,5870.1,0.0,6791.12
Transit Operator,4307.65,112.72,388.44,1968.55,4808.81,0.0,6777.36
Senior Human Resources Analyst,5330.0,0.0,0.0,1446.56,5330.0,0.0,6776.56
Public Service Trainee,6748.35,17.03,0.0,0.0,6765.38,0.0,6765.38
Recreation Leader,6764.7,0.0,0.0,0.0,6764.7,0.0,6764.7
Senior Account Clerk,4987.5,0.0,0.0,1773.31,4987.5,0.0,6760.81
"Lieutenant, Fire Suppression",4507.3,0.0,963.59,1070.34,5470.89,211.55,6752.78
Transit Operator,4613.2,0.0,0.0,2136.82,4613.2,0.0,6750.02
Recreation Leader,6747.87,0.0,0.0,0.0,6747.87,0.0,6747.87
Public Svc Aide-Public Works,6520.5,0.0,222.76,0.0,6743.26,0.0,6743.26
Hsa Emp & Training Spec Ii,5422.0,0.0,0.0,1321.01,5422.0,0.0,6743.01
Police Officer 3,6742.4,0.0,0.0,0.0,6742.4,0.0,6742.4
Police Officer 3,6742.4,0.0,0.0,0.0,6742.4,0.0,6742.4
Pool Lifeguard,6659.73,0.0,71.82,0.0,6731.55,0.0,6731.55
Public Service Trainee,6606.55,122.13,0.0,0.0,6728.68,0.0,6728.68
Public Svc Aide-Public Works,6701.5,0.0,24.3,0.0,6725.8,0.0,6725.8
Public Service Trainee,5334.0,0.0,0.0,1387.07,5334.0,0.0,6721.07
Is Business Analyst-Senior,5833.0,0.0,0.0,886.62,5833.0,0.0,6719.62
Stage Electrician,6698.0,0.0,0.0,0.0,6698.0,0.0,6698.0
Stage Electrician,6698.0,0.0,0.0,0.0,6698.0,0.0,6698.0
Custodian,6410.36,0.0,280.61,0.0,6690.97,0.0,6690.97
Stdntdsgn Train2/Arch/Eng/Plng,6685.25,0.0,0.0,0.0,6685.25,0.0,6685.25
Publ Svc Aide-Asst To Prof,6681.01,0.0,0.0,0.0,6681.01,0.0,6681.01
Recreation Leader,6626.75,0.0,51.45,0.0,6678.2,0.0,6678.2
"Lieutenant, Fire Suppression",4501.02,0.0,926.01,1042.53,5427.03,206.05,6675.61
"Lieutenant, Fire Suppression",4765.33,0.0,611.0,1080.77,5376.33,213.61,6670.71
Sr Psychiatric Physician Spec,164.29,0.0,6473.21,26.22,6637.5,0.0,6663.72
Hospital Eligibility Worker,3167.0,2335.66,0.0,1157.41,5502.66,0.0,6660.07
Recreation Leader,6470.02,0.0,187.44,0.0,6657.46,0.0,6657.46
Emt Paramedic,5604.91,133.24,916.97,0.0,6655.12,0.0,6655.12
Recreation Leader,6463.09,0.0,184.25,0.0,6647.34,0.0,6647.34
Security Guard,6646.64,0.0,0.0,0.0,6646.64,0.0,6646.64
Parking Control Officer,4355.24,0.0,470.76,1814.28,4826.0,0.0,6640.28
Speech Pathologist,6639.26,0.0,0.0,0.0,6639.26,0.0,6639.26
Recreation Leader,6573.73,0.0,62.54,0.0,6636.27,0.0,6636.27
Medical Records Clerk,6636.0,0.0,0.0,0.0,6636.0,0.0,6636.0
Swimming Instr/Pool Lifeguard,4463.44,0.0,112.42,2050.25,4575.86,0.0,6626.11
Camp Assistant,6578.93,0.0,46.65,0.0,6625.58,0.0,6625.58
Commissioner No Benefits,6625.0,0.0,0.0,0.0,6625.0,0.0,6625.0
Special Nurse,6147.75,153.7,320.22,0.0,6621.67,0.0,6621.67
"Stationary Eng, Sewage Plant",0.0,0.0,6309.69,307.67,6309.69,0.0,6617.36
Police Officer,5453.25,0.0,0.0,966.32,5453.25,190.99,6610.56
Recreation Leader,6381.4,0.0,228.66,0.0,6610.06,0.0,6610.06
School Crossing Guard,6609.2,0.0,0.0,0.0,6609.2,0.0,6609.2
Assistant Engineer,0.0,0.0,2197.77,4408.08,2197.77,0.0,6605.85
Pool Lifeguard,6487.67,0.0,115.29,0.0,6602.96,0.0,6602.96
Camp Assistant,6559.19,0.0,41.47,0.0,6600.66,0.0,6600.66
Hospital Eligibility Worker,6592.15,0.0,0.0,0.0,6592.15,0.0,6592.15
Recreation Leader,6546.35,0.0,45.6,0.0,6591.95,0.0,6591.95
Public Service Trainee,6560.03,23.26,0.0,0.0,6583.29,0.0,6583.29
Public Svc Aide-Public Works,6358.5,0.0,222.76,0.0,6581.26,0.0,6581.26
Public Svc Aide-Public Works,6358.5,0.0,222.75,0.0,6581.25,0.0,6581.25
Transit Operator,2538.76,0.0,2200.18,1838.62,4738.94,0.0,6577.56
Physician Specialist,4970.86,0.0,1000.0,597.31,5970.86,0.0,6568.17
Certified Nursing Assistant,4982.86,386.69,190.96,1005.0,5560.51,0.0,6565.51
Public Service Trainee,6537.6,14.3,0.0,0.0,6551.9,0.0,6551.9
"Insp, Fire Dept",5030.98,0.0,452.7,1059.64,5483.68,0.0,6543.32
Public Service Trainee,6361.38,0.0,0.0,181.16,6361.38,0.0,6542.54
Licensed Vocational Nurse,4853.07,49.36,0.0,1631.22,4902.43,0.0,6533.65
Senior Physician Specialist,4709.38,0.0,1000.0,820.45,5709.38,0.0,6529.83
Special Nurse,5414.4,0.0,1112.8,0.0,6527.2,0.0,6527.2
Medical Social Worker,6429.15,0.0,95.07,0.0,6524.22,0.0,6524.22
Emt/Paramedic/Firefighter,4485.07,0.0,811.62,1024.46,5296.69,202.48,6523.63
Senior Human Resources Analyst,5130.13,0.0,0.0,1392.31,5130.13,0.0,6522.44
"Counselor, Juvenile Hall Pers",5944.34,0.0,577.95,0.0,6522.29,0.0,6522.29
Pool Lifeguard,6328.1,0.0,189.31,0.0,6517.41,0.0,6517.41
Special Nurse,5891.59,0.0,614.78,0.0,6506.37,0.0,6506.37
General Laborer,4671.8,0.0,56.65,1777.62,4728.45,0.0,6506.07
Sergeant 3,1833.87,0.0,3529.23,952.2,5363.1,188.2,6503.5
"Counselor, Juvenile Hall Sfers",5985.95,0.0,513.67,0.0,6499.62,0.0,6499.62
Transit Operator,0.0,0.0,6485.92,0.0,6485.92,0.0,6485.92
Pool Lifeguard,6425.84,0.0,52.74,0.0,6478.58,0.0,6478.58
Public Service Trainee,6469.5,0.0,0.0,0.0,6469.5,0.0,6469.5
Construction Inspector,2550.04,0.0,928.11,2990.76,3478.15,0.0,6468.91
Recreation Leader,5130.75,0.0,235.45,1097.03,5366.2,0.0,6463.23
"Insp, Fire Dept",4774.71,0.0,620.77,1061.57,5395.48,0.0,6457.05
Transit Operator,0.0,0.0,3722.59,2730.59,3722.59,0.0,6453.18
Elections Clerk,5128.0,0.0,0.0,1321.01,5128.0,0.0,6449.01
Public Svc Aide-Public Works,6438.5,0.0,0.0,0.0,6438.5,0.0,6438.5
Public Svc Aide-Public Works,6215.3,0.0,221.98,0.0,6437.28,0.0,6437.28
Public Svc Aide-Public Works,6206.63,0.0,228.85,0.0,6435.48,0.0,6435.48
Recreation Leader,6434.61,0.0,0.0,0.0,6434.61,0.0,6434.61
Food Service Worker,6305.9,0.0,126.17,0.0,6432.07,0.0,6432.07
Food Service Worker,2861.6,1005.18,1040.88,1523.2,4907.66,0.0,6430.86
Emt/Paramedic/Firefighter,4577.73,0.0,612.75,1035.48,5190.48,204.66,6430.62
Camp Assistant,6419.25,0.0,0.0,0.0,6419.25,0.0,6419.25
Recreation Leader,6286.44,0.0,131.02,0.0,6417.46,0.0,6417.46
Recreation Leader,6416.62,0.0,0.0,0.0,6416.62,0.0,6416.62
Camp Assistant,6409.97,0.0,0.0,0.0,6409.97,0.0,6409.97
Occupational Therapist,6408.16,0.0,0.0,0.0,6408.16,0.0,6408.16
Police Officer 3,1949.83,0.0,2564.65,1784.46,4514.48,99.23,6398.17
Junior Administrative Analyst,6395.45,0.0,0.0,0.0,6395.45,0.0,6395.45
Firefighter,4720.32,0.0,434.37,1027.47,5154.69,203.08,6385.24
Camp Assistant,6187.0,30.84,161.52,0.0,6379.36,0.0,6379.36
Water Quality Technician,0.0,0.0,897.52,5479.16,897.52,0.0,6376.68
Public Svc Aide-Public Works,6156.0,0.0,216.68,0.0,6372.68,0.0,6372.68
Public Relations Officer,4216.0,0.0,750.0,1404.13,4966.0,0.0,6370.13
Camp Assistant,6368.82,0.0,0.0,0.0,6368.82,0.0,6368.82
School Crossing Guard,6270.3,0.0,95.72,0.0,6366.02,0.0,6366.02
Firefighter,4562.63,0.0,593.14,1010.35,5155.77,199.69,6365.81
Emt Paramedic,6056.39,168.81,131.64,0.0,6356.84,0.0,6356.84
Sergeant 3,3854.0,0.0,1312.62,992.51,5166.62,196.17,6355.3
Automotive Mechanic,-2069.5,0.0,8422.87,0.0,6353.37,0.0,6353.37
Firefighter,4525.4,0.0,578.24,1036.55,5103.64,204.87,6345.06
Firefighter,3014.88,0.0,2592.71,615.21,5607.59,121.59,6344.39
Emt/Paramedic/Firefighter,4483.81,0.0,673.05,990.63,5156.86,195.8,6343.29
Stationary Engineer,6339.2,0.0,0.0,0.0,6339.2,0.0,6339.2
Technology Expert I,5501.0,0.0,0.0,836.15,5501.0,0.0,6337.15
Porter,0.0,0.0,4355.59,1976.39,4355.59,0.0,6331.98
Camp Assistant,5891.0,439.03,0.0,0.0,6330.03,0.0,6330.03
Public Service Trainee,6292.51,34.89,0.0,0.0,6327.4,0.0,6327.4
Registered Nurse,3169.5,2598.99,63.39,491.4,5831.88,0.0,6323.28
Recreation Leader,6305.32,0.0,10.19,0.0,6315.51,0.0,6315.51
Health Worker 2,4628.4,0.0,0.0,1683.93,4628.4,0.0,6312.33
Certified Nursing Assistant,4655.03,0.0,73.02,1583.98,4728.05,0.0,6312.03
Public Service Trainee,6307.88,0.0,0.0,0.0,6307.88,0.0,6307.88
Pr Administrative Analyst,6305.06,0.0,0.0,0.0,6305.06,0.0,6305.06
Public Service Trainee,4185.01,0.0,1256.86,862.95,5441.87,0.0,6304.82
Firefighter,3891.84,0.0,1240.85,977.17,5132.69,193.13,6302.99
Stdntdsgn Train2/Arch/Eng/Plng,5684.25,0.0,618.65,0.0,6302.9,0.0,6302.9
Firefighter,3916.19,0.0,1204.32,986.51,5120.51,194.98,6302.0
School Crossing Guard,6238.6,0.0,62.53,0.0,6301.13,0.0,6301.13
Clerk,6120.53,0.0,180.0,0.0,6300.53,0.0,6300.53
Licensed Vocational Nurse,4171.2,526.62,41.71,1559.78,4739.53,0.0,6299.31
Shelter Service Rep,6299.26,0.0,0.0,0.0,6299.26,0.0,6299.26
Attorney (Civil/Criminal),5468.0,0.0,0.0,831.14,5468.0,0.0,6299.14
Attorney (Civil/Criminal),5468.0,0.0,0.0,831.14,5468.0,0.0,6299.14
Attorney (Civil/Criminal),5468.0,0.0,0.0,831.14,5468.0,0.0,6299.14
Attorney (Civil/Criminal),5468.0,0.0,0.0,831.14,5468.0,0.0,6299.14
Attorney (Civil/Criminal),5468.0,0.0,0.0,831.14,5468.0,0.0,6299.14
"Insp, Fire Dept",4672.5,0.0,607.42,1014.27,5279.92,0.0,6294.19
Transit Operator,5211.8,0.0,0.0,1074.68,5211.8,0.0,6286.48
School Crossing Guard,6285.82,0.0,0.0,0.0,6285.82,0.0,6285.82
Firefighter,4519.63,0.0,587.55,981.09,5107.18,193.91,6282.18
Firefighter,4675.21,0.0,420.67,989.66,5095.88,195.6,6281.14
Public Service Trainee,6277.5,0.0,0.0,0.0,6277.5,0.0,6277.5
Health Worker 2,4560.0,0.0,0.0,1706.23,4560.0,0.0,6266.23
Dietitian,6261.1,0.0,0.0,0.0,6261.1,0.0,6261.1
Police Officer 3,6260.8,0.0,0.0,0.0,6260.8,0.0,6260.8
Police Officer 3,6260.8,0.0,0.0,0.0,6260.8,0.0,6260.8
Public Svc Aide-Public Works,4495.5,0.0,0.0,1762.35,4495.5,0.0,6257.85
"Insp, Fire Dept",4636.78,0.0,602.67,1017.05,5239.45,0.0,6256.5
"Lieutenant, Fire Suppression",4301.16,0.0,775.05,978.16,5076.21,193.33,6247.7
Firefighter,4650.25,0.0,426.44,975.23,5076.69,192.75,6244.67
School Crossing Guard,6239.29,0.0,0.0,0.0,6239.29,0.0,6239.29
Nurses Staffing Assistant,0.0,0.0,750.0,5478.6,750.0,0.0,6228.6
Park Ranger,0.0,0.0,6221.08,0.0,6221.08,0.0,6221.08
Transit Operator,0.0,0.0,448.87,5769.72,448.87,0.0,6218.59
Public Service Trainee,6194.31,0.0,20.66,0.0,6214.97,0.0,6214.97
Firefighter,4553.33,0.0,499.2,970.59,5052.53,191.83,6214.95
Public Service Trainee,6048.25,162.84,0.0,0.0,6211.09,0.0,6211.09
Public Service Trainee,5577.0,0.0,0.0,627.26,5577.0,0.0,6204.26
Legislative Assistant,5382.0,0.0,0.0,818.06,5382.0,0.0,6200.06
Physician Specialist,5448.18,0.0,0.0,748.11,5448.18,0.0,6196.29
Firefighter,4497.1,0.0,0.0,1540.34,4497.1,143.59,6181.03
Senior Clerk,4800.0,0.0,60.0,1321.01,4860.0,0.0,6181.01
Stage Electrician,6180.8,0.0,0.0,0.0,6180.8,0.0,6180.8
Transit Operator,4297.62,0.0,250.0,1631.9,4547.62,0.0,6179.52
Pool Lifeguard,6133.44,0.0,44.81,0.0,6178.25,0.0,6178.25
"Manager Ii, Mta",5355.6,0.0,0.0,814.05,5355.6,0.0,6169.65
Firefighter,3981.56,0.0,1036.82,958.1,5018.38,189.37,6165.85
Senior Legal Process Clerk,4412.8,0.0,0.0,1749.18,4412.8,0.0,6161.98
Public Service Trainee,6160.0,0.0,0.0,0.0,6160.0,0.0,6160.0
Recreation Leader,6154.91,0.0,0.0,0.0,6154.91,0.0,6154.91
Public Svc Aide-Public Works,6134.3,0.0,0.0,0.0,6134.3,0.0,6134.3
Public Service Trainee,6097.36,0.0,33.34,0.0,6130.7,0.0,6130.7
"Insp, Fire Dept",4650.26,0.0,490.52,987.54,5140.78,0.0,6128.32
Special Examiner,6126.05,0.0,0.0,0.0,6126.05,0.0,6126.05
Special Nurse,6125.71,0.0,0.0,0.0,6125.71,0.0,6125.71
Public Svc Aide-Public Works,4362.68,0.0,0.0,1762.35,4362.68,0.0,6125.03
Hsa Sr Eligibility Worker,4180.99,0.0,120.0,1817.89,4300.99,0.0,6118.88
Recreation Leader,6093.69,0.0,24.73,0.0,6118.42,0.0,6118.42
Clerk Typist,1426.5,0.0,4690.8,0.0,6117.3,0.0,6117.3
Senior Administrative Analyst,5300.0,0.0,0.0,805.6,5300.0,0.0,6105.6
Stdntdsgn Train2/Arch/Eng/Plng,6102.29,0.0,0.0,0.0,6102.29,0.0,6102.29
Firefighter,3862.72,0.0,1083.85,960.49,4946.57,189.84,6096.9
Transit Operator,0.0,0.0,1002.32,5090.26,1002.32,0.0,6092.58
Bldg & Grounds Patrol Officer,6083.0,0.0,0.0,0.0,6083.0,0.0,6083.0
Publ Svc Aide-Asst To Prof,6072.3,0.0,0.0,0.0,6072.3,0.0,6072.3
Publ Svc Aide-Asst To Prof,6072.3,0.0,0.0,0.0,6072.3,0.0,6072.3
Public Service Trainee,6048.25,17.45,0.0,0.0,6065.7,0.0,6065.7
Ps Aide To Prof,4083.1,0.0,0.0,1974.41,4083.1,0.0,6057.51
Recreation Leader,5863.03,0.0,190.93,0.0,6053.96,0.0,6053.96
Certified Nursing Assistant,4042.98,96.67,133.67,1778.9,4273.32,0.0,6052.22
Camp Assistant,6023.52,0.0,12.49,0.0,6036.01,0.0,6036.01
Camp Assistant,6032.77,0.0,0.0,0.0,6032.77,0.0,6032.77
Recreation Leader,6025.06,0.0,6.58,0.0,6031.64,0.0,6031.64
Recreation Leader,6024.14,0.0,1.69,0.0,6025.83,0.0,6025.83
Camp Assistant,6002.33,0.0,18.73,0.0,6021.06,0.0,6021.06
Stationary Engineer,4584.0,0.0,0.0,1435.43,4584.0,0.0,6019.43
Recreation Leader,5964.04,0.0,50.7,0.0,6014.74,0.0,6014.74
Recreation Leader,6012.65,0.0,0.0,0.0,6012.65,0.0,6012.65
Assistant Engineer,5219.0,0.0,0.0,793.29,5219.0,0.0,6012.29
School Crossing Guard,6011.54,0.0,0.0,0.0,6011.54,0.0,6011.54
Stdntdsgn Train2/Arch/Eng/Plng,6006.0,0.0,0.0,0.0,6006.0,0.0,6006.0
Transportation Planner Ii,4648.0,0.0,0.0,1357.46,4648.0,0.0,6005.46
"Bdcomm Mbr, Grp5,M$100/Mo",1200.0,0.0,0.0,4800.24,1200.0,0.0,6000.24
Commissioner No Benefits,6000.0,0.0,0.0,0.0,6000.0,0.0,6000.0
Security Guard,5998.95,0.0,0.0,0.0,5998.95,0.0,5998.95
School Crossing Guard,5998.5,0.0,0.0,0.0,5998.5,0.0,5998.5
Certified Nursing Assistant,3239.85,0.0,750.0,2006.51,3989.85,0.0,5996.36
Public Service Trainee,5836.09,0.0,158.28,0.0,5994.37,0.0,5994.37
"Stdntdsgntrain1, Arch/Eng/Plng",5989.51,0.0,0.0,0.0,5989.51,0.0,5989.51
General Laborer,4356.21,0.0,0.0,1630.51,4356.21,0.0,5986.72
"Bdcomm Mbr, Grp5,M$100/Mo",1196.0,0.0,0.0,4784.23,1196.0,0.0,5980.23
"Bdcomm Mbr, Grp5,M$100/Mo",1196.0,0.0,0.0,4784.23,1196.0,0.0,5980.23
"Bdcomm Mbr, Grp5,M$100/Mo",1196.0,0.0,0.0,4784.23,1196.0,0.0,5980.23
Senior Account Clerk,4312.5,0.0,0.0,1667.4,4312.5,0.0,5979.9
Public Service Trainee,5968.69,0.0,9.72,0.0,5978.41,0.0,5978.41
